dt,r
0.001,0.030866537098721353
0.002,0.030866537098721353
0.003,0.030866537098721353
0.004,0.030866537098721353
0.005,0.030866537098721353
0.006,0.030866537098721353
0.007,0.030866537098721353
0.008,0.030866537098721353
0.009000000000000001,0.030866537098721353
0.01,0.030866537098721353
0.011,0.030866537098721353
0.012,0.030866537098721353
0.013000000000000001,0.030866537098721353
0.014,0.030866537098721353
0.015,0.030866537098721353
0.016,0.030866537098721353
0.017,0.030866537098721353
0.018000000000000002,0.030866537098721353
0.019,0.030866537098721353
0.02,0.030866537098721353
0.021,0.030866537098721353
0.022,0.030866537098721353
0.023,0.030866537098721353
0.024,0.030866537098721353
0.025,0.030866537098721353
0.026000000000000002,0.030866537098721353
0.027,0.030866537098721353
0.028,0.030866537098721353
0.029,0.030866537098721353
0.03,0.030866537098721353
0.031,0.030866537098721353
0.032,0.030866537098721353
0.033,0.030866537098721353
0.034,0.030866537098721353
0.035,0.030866537098721353
0.036000000000000004,0.030866537098721353
0.037,0.030866537098721353
0.038,0.030866537098721353
0.039,0.030866537098721353
0.04,0.030866537098721353
0.041,0.030866537098721353
0.042,0.030866537098721353
0.043000000000000003,0.030866537098721353
0.044,0.030866537098721353
0.045,0.030866537098721353
0.046,0.030866537098721353
0.047,0.030866537098721353
0.048,0.030866537098721353
0.049,0.030866537098721353
0.05,0.030866537098721353
0.051000000000000004,0.030866537098721353
0.052000000000000005,0.030866537098721353
0.053,0.030866537098721353
0.054,0.030866537098721353
0.055,0.030866537098721353
0.056,0.030866537098721353
0.057,0.030866537098721353
0.058,0.030866537098721353
0.059000000000000004,0.030866537098721353
0.06,0.030866537098721353
0.061,0.030866537098721353
0.062,0.030866537098721353
0.063,0.030866537098721353
0.064,0.030866537098721353
0.065,0.030866537098721353
0.066,0.030866537098721353
0.067,0.030866537098721353
0.068,0.030866537098721353
0.069,0.030866537098721353
0.07,0.030866537098721353
0.07100000000000001,0.030866537098721353
0.07200000000000001,0.030866537098721353
0.073,0.030866537098721353
0.074,0.030866537098721353
0.075,0.030866537098721353
0.076,0.030866537098721353
0.077,0.030866537098721353
0.078,0.030866537098721353
0.079,0.030866537098721353
0.08,0.030866537098721353
0.081,0.030866537098721353
0.082,0.030866537098721353
0.083,0.030866537098721353
0.084,0.030866537098721353
0.085,0.030866537098721353
0.08600000000000001,0.030866537098721353
0.08700000000000001,0.030866537098721353
0.088,0.030866537098721353
0.089,0.030866537098721353
0.09,0.030866537098721353
0.091,0.030866537098721353
0.092,0.030866537098721353
0.093,0.030866537098721353
0.094,0.030866537098721353
0.095,0.030866537098721353
0.096,0.030866537098721353
0.097,0.030866537098721353
0.098,0.030866537098721353
0.099,0.030866537098721353
0.1,0.030866537098721353
0.101,0.030866537098721353
0.10200000000000001,0.030866537098721353
0.10300000000000001,0.030866537098721353
0.10400000000000001,0.030866537098721353
0.105,0.030866537098721353
0.106,0.030866537098721353
0.107,0.030866537098721353
0.108,0.030866537098721353
0.109,0.030866537098721353
0.11,0.030866537098721353
0.111,0.030866537098721353
0.112,0.030866537098721353
0.113,0.030866537098721353
0.114,0.030866537098721353
0.115,0.030866537098721353
0.116,0.030866537098721353
0.117,0.030866537098721353
0.11800000000000001,0.030866537098721353
0.11900000000000001,0.030866537098721353
0.12,0.030866537098721353
0.121,0.030866537098721353
0.122,0.030866537098721353
0.123,0.030866537098721353
0.124,0.030866537098721353
0.125,0.030866537098721353
0.126,0.030866537098721353
0.127,0.030866537098721353
0.128,0.030866537098721353
0.129,0.030866537098721353
0.13,0.030866537098721353
0.131,0.030866537098721353
0.132,0.030866537098721353
0.133,0.030866537098721353
0.134,0.030866537098721353
0.135,0.030866537098721353
0.136,0.030866537098721353
0.137,0.030866537098721353
0.138,0.030866537098721353
0.139,0.030866537098721353
0.14,0.030866537098721353
0.14100000000000001,0.030866537098721353
0.14200000000000002,0.030866537098721353
0.14300000000000002,0.030866537098721353
0.14400000000000002,0.030866537098721353
0.145,0.030866537098721353
0.146,0.030866537098721353
0.147,0.030866537098721353
0.148,0.030866412831318503
0.149,0.03086414495121647
0.15,0.03086187707111444
0.151,0.030859609191012407
0.152,0.030857341310910377
0.153,0.030855073430808344
0.154,0.030852805550706314
0.155,0.03085053767060428
0.156,0.03084826979050225
0.157,0.03084600191040022
0.158,0.03084373403029819
0.159,0.030841466150196156
0.16,0.030839198270094126
0.161,0.030836930389992093
0.162,0.030834662509890063
0.163,0.03083239462978803
0.164,0.030830126749686
0.165,0.030827858869583967
0.166,0.030825590989481937
0.167,0.030823323109379908
0.168,0.030821055229277874
0.169,0.030818787349175845
0.17,0.03081651946907381
0.171,0.030814251588971782
0.17200000000000001,0.03081198370886975
0.17300000000000001,0.03080971582876772
0.17400000000000002,0.030807447948665686
0.17500000000000002,0.030805180068563656
0.176,0.030802912188461623
0.177,0.030800644308359593
0.178,0.03079837642825756
0.179,0.03079610854815553
0.18,0.030793840668053497
0.181,0.030791572787951468
0.182,0.030789304907849434
0.183,0.030787037027747405
0.184,0.03078476914764537
0.185,0.030782501267543342
0.186,0.03078023338744131
0.187,0.03077796550733928
0.188,0.030775697627237246
0.189,0.030773429747135216
0.19,0.030771161867033183
0.191,0.030768893986931153
0.192,0.03076662610682912
0.193,0.03076435822672709
0.194,0.030762090346625057
0.195,0.030759822466523028
0.196,0.030757554586420995
0.197,0.030755286706318965
0.198,0.03075301882621693
0.199,0.030750750946114902
0.2,0.03074848306601287
0.201,0.03074621518591084
0.202,0.030743947305808806
0.203,0.030741679425706776
0.20400000000000001,0.030739411545604743
0.20500000000000002,0.030737143665502713
0.20600000000000002,0.03073487578540068
0.20700000000000002,0.03073260790529865
0.20800000000000002,0.030730340025196617
0.209,0.030728072145094588
0.21,0.030725804264992555
0.211,0.030723536384890525
0.212,0.030721268504788492
0.213,0.030719000624686462
0.214,0.03071673274458443
0.215,0.0307144648644824
0.216,0.030712196984380366
0.217,0.030709929104278336
0.218,0.030707661224176303
0.219,0.030705393344074274
0.22,0.03070312546397224
0.221,0.03070085758387021
0.222,0.030698589703768178
0.223,0.030696321823666148
0.224,0.030694053943564115
0.225,0.030691786063462085
0.226,0.030689518183360055
0.227,0.030687250303258022
0.228,0.030684982423155992
0.229,0.03068271454305396
0.23,0.03068044666295193
0.231,0.030678178782849896
0.232,0.030675910902747867
0.233,0.030673643022645834
0.234,0.030671375142543804
0.23500000000000001,0.03066910726244177
0.23600000000000002,0.03066683938233974
0.23700000000000002,0.030664571502237708
0.23800000000000002,0.030662303622135678
0.23900000000000002,0.030660035742033645
0.24,0.030657767861931615
0.241,0.030655499981829582
0.242,0.030653232101727552
0.243,0.03065096422162552
0.244,0.03064869634152349
0.245,0.030646428461421456
0.246,0.030644160581319427
0.247,0.030641892701217394
0.248,0.030639624821115364
0.249,0.03063735694101333
0.25,0.0306350890609113
0.251,0.030632821180809268
0.252,0.030630553300707238
0.253,0.030628285420605205
0.254,0.030626017540503175
0.255,0.030623749660401142
0.256,0.030621481780299113
0.257,0.03061921390019708
0.258,0.03061694602009505
0.259,0.030614678139993017
0.26,0.030612410259890987
0.261,0.030610142379788954
0.262,0.030607874499686924
0.263,0.03060560661958489
0.264,0.03060333873948286
0.265,0.030601070859380828
0.266,0.0305988029792788
0.267,0.030596535099176765
0.268,0.030594267219074735
0.269,0.030591999338972702
0.27,0.030589731458870673
0.271,0.03058746357876864
0.272,0.03058519569866661
0.273,0.030582927818564577
0.274,0.030580659938462547
0.275,0.030578392058360514
0.276,0.030576124178258484
0.277,0.03057385629815645
0.278,0.03057158841805442
0.279,0.030569320537952388
0.28,0.03056705265785036
0.281,0.030564784777748325
0.28200000000000003,0.030562516897646295
0.28300000000000003,0.030560249017544262
0.28400000000000003,0.030557981137442233
0.28500000000000003,0.030555713257340203
0.28600000000000003,0.03055344537723817
0.28700000000000003,0.03055117749713614
0.28800000000000003,0.030548909617034107
0.289,0.030546641736932077
0.29,0.030544373856830044
0.291,0.030542105976728014
0.292,0.03053983809662598
0.293,0.03053757021652395
0.294,0.03053530233642192
0.295,0.03053303445631989
0.296,0.030530766576217856
0.297,0.030528498696115826
0.298,0.030526230816013793
0.299,0.030523962935911763
0.3,0.03052169505580973
0.301,0.0305194271757077
0.302,0.030517159295605667
0.303,0.030514891415503637
0.304,0.030512623535401604
0.305,0.030510355655299574
0.306,0.03050808777519754
0.307,0.03050581989509551
0.308,0.03050355201499348
0.309,0.03050128413489145
0.31,0.030499016254789416
0.311,0.030496748374687386
0.312,0.030494480494585353
0.313,0.030492212614483323
0.314,0.03048994473438129
0.315,0.03048767685427926
0.316,0.030485408974177227
0.317,0.030483141094075197
0.318,0.030480873213973164
0.319,0.030478605333871134
0.32,0.0304763374537691
0.321,0.03047406957366707
0.322,0.03047180169356504
0.323,0.03046953381346301
0.324,0.030467265933360976
0.325,0.030464998053258946
0.326,0.030462730173156913
0.327,0.030460462293054883
0.328,0.03045819441295285
